message_id,conversation_id,user_id,timestamp
101389030,session_9fb00f58-0be4-4686-b9c3-84cfb321dcaa,02a9d66a-90ae-4430-ad4d-8ca69af6e7d1,2019-03-31 3:16
102266305,session_ac944427-d4ef-419c-958d-3cac91cd5e27,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-03-29 21:32
1028936305,session_c44c5bdd-5a23-4891-b5c4-4b2cc8efe9bd,3d86057a-11f5-4138-a077-2e91f510d31a,2019-03-07 23:58
103371255,session_8aceced3-1182-4a79-b717-fde14d77b692,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-03-30 6:46
103518083,session_c996b7d1-3dca-46bd-b541-2c892f3d3c1e,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-04-19 10:53
1038864411,session_a9bbc2a9-2604-4f2a-b1be-256b7a26027a,3d86057a-11f5-4138-a077-2e91f510d31a,2019-02-20 15:14
104184170,session_e76cbfa2-323d-42b6-8b33-577a9ea4c037,4abce861-320d-41fa-a1ad-a17272912e21,2019-03-27 14:14

104255202,session_a1167405-b628-4431-a653-5f50402f3d94,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-04-14 15:03
1045633014,session_0081e866-8f32-4c64-ae26-ed23cd940bd4,ada32a6d-0203-483f-81fd-616c85ee76cf,2019-03-26 17:12
1047310369,session_69f50031-0079-4034-9e5b-d8511d08a0a8,f2dafb7d-d4f6-40fe-900e-ca2a84992737,2019-03-13 19:45
105807222,session_ec7ad2dd-1f0b-4e92-a1df-c623a8a5a6ca,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-03-30 9:09
105899307,session_fa91929d-9dc4-48e5-b9ec-524deedff38c,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-04-19 9:57
107422073,session_21e21ddf-1900-4194-be9f-cc6f4d377a22,bfee10c9-5503-490b-b1ab-c47cb3d8f189,2019-04-16 13:06
107480293,session_c9bb9abd-50f3-486a-acff-581494cdd5ce,bfee10c9-5503-490b-b1ab-c47cb3d8f189,2019-03-27 0:46
108243635,session_7804ea9e-d42a-4afe-9715-d89310c52cde,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-04-17 10:42
108284865,session_1e2bcc48-1249-45b7-b7e5-f16f61dc9c7c,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-04-13 23:52
10890172,session_68e98282-2fd4-4e27-b69f-a97112791c76,02a9d66a-90ae-4430-ad4d-8ca69af6e7d1,2019-03-28 23:43
109779966,session_8d1c8c06-b8ec-40ee-b56a-7bc8c87d140e,22411e0f-91f2-47fe-bca6-ac9b4ea36f32,2019-03-24 23:48
1109061226,session_73095001-2ecf-49c8-9ebb-7657716d819e,283bdf9f-2ab2-4831-9cfe-3e8436556365,2019-02-19 2:04